e_t,e,e_d,s_t,s,s_d
738.9960186,1973.42515,0,1118,1426.5344,-1.31705
739,1973.42515,-1.58165,1119,1425.22435,-1.31635
739.9960168,1971.8498,0,1120,1423.915,-1.31565
740,1971.8498,-1.58095,1121,1422.60635,-1.31495
740.9960151,1970.27515,0,1122,1421.2984,-1.31425
741,1970.27515,-1.58025,1123,1419.99115,-1.31355
741.9960133,1968.7012,0,1124,1418.6846,-1.31285
742,1968.7012,-1.57955,1125,1417.37875,-1.31215
742.9960115,1967.12795,0,1126,1416.0736,-1.31145
743,1967.12795,-1.57885,1127,1414.76915,-1.31075
743.9960098,1965.5554,0,1128,1413.4654,-1.31005
744,1965.5554,-1.57815,1129,1412.16235,-1.30935
744.996008,1963.98355,0,1130,1410.86,-1.30865
745,1963.98355,-1.57745,1131,1409.55835,-1.30795
745.9960062,1962.4124,0,1132,1408.2574,-1.30725
746,1962.4124,-1.57675,1133,1406.95715,-1.30655
746.9960044,1960.84195,0,1134,1405.6576,-1.30585
747,1960.84195,-1.57605,1135,1404.35875,-1.30515
747.9960027,1959.2722,0,1136,1403.0606,-1.30445
748,1959.2722,-1.57535,1137,1401.76315,-1.30375
748.9960009,1957.70315,0,1138,1400.4664,-1.30305
749,1957.70315,-1.57465,1139,1399.17035,-1.30235
749.9959991,1956.1348,0,1140,1397.875,-1.30165
750,1956.1348,-1.57395,1141,1396.58035,-1.30095
750.9959973,1954.56715,0,1142,1395.2864,-1.30025
751,1954.56715,-1.57325,1143,1393.99315,-1.29955
751.9959956,1953.0002,0,1144,1392.7006,-1.29885
752,1953.0002,-1.57255,1145,1391.40875,-1.29815
752.9959938,1951.43395,0,1146,1390.1176,-1.29745
753,1951.43395,-1.57185,1147,1388.82715,-1.29675
753.995992,1949.8684,0,1148,1387.5374,-1.29605
754,1949.8684,-1.57115,1149,1386.24835,-1.29535
754.9959902,1948.30355,0,1150,1384.96,-1.29465
755,1948.30355,-1.57045,1151,1383.67235,-1.29395
755.9959884,1946.7394,0,1152,1382.3854,-1.29325
756,1946.7394,-1.56975,1153,1381.09915,-1.29255
756.9959866,1945.17595,0,1154,1379.8136,-1.29185
757,1945.17595,-1.56905,1155,1378.52875,-1.29115
757.9959848,1943.6132,0,1156,1377.2446,-1.29045
758,1943.6132,-1.56835,1157,1375.96115,-1.28975
758.995983,1942.05115,0,1158,1374.6784,-1.28905
759,1942.05115,-1.56765,1159,1373.39635,-1.28835
759.9959812,1940.4898,0,1160,1372.115,-1.28765
760,1940.4898,-1.56695,1161,1370.83435,-1.28695
760.9959795,1938.92915,0,1162,1369.5544,-1.28625
761,1938.92915,-1.56625,1163,1368.27515,-1.28555
761.9959777,1937.3692,0,1164,1366.9966,-1.28485
762,1937.3692,-1.56555,1165,1365.71875,-1.28415
762.9959759,1935.80995,0,1166,1364.4416,-1.28345
763,1935.80995,-1.56485,1167,1363.16515,-1.28275
763.9959741,1934.2514,0,1168,1361.8894,-1.28205
764,1934.2514,-1.56415,1169,1360.61435,-1.28135
764.9959723,1932.69355,0,1170,1359.34,-1.28065
765,1932.69355,-1.56345,1171,1358.06635,-1.27995
765.9959704,1931.1364,0,1172,1356.7934,-1.27925
766,1931.1364,-1.56275,1173,1355.52115,-1.27855
766.9959686,1929.57995,0,1174,1354.2496,-1.27785
767,1929.57995,-1.56205,1175,1352.97875,-1.27715
767.9959668,1928.0242,0,1176,1351.7086,-1.27645
768,1928.0242,-1.56135,1177,1350.43915,-1.27575
768.995965,1926.46915,0,1178,1349.1704,-1.27505
769,1926.46915,-1.56065,1179,1347.90235,-1.27435
769.9959632,1924.9148,0,1180,1346.635,-1.27365
770,1924.9148,-1.55995,1181,1345.36835,-1.27295
770.9959614,1923.36115,0,1182,1344.1024,-1.27225
771,1923.36115,-1.55925,1183,1342.83715,-1.27155
771.9959596,1921.8082,0,1184,1341.5726,-1.27085
772,1921.8082,-1.55855,1185,1340.30875,-1.27015
772.9959578,1920.25595,0,1186,1339.0456,-1.26945
773,1920.25595,-1.55785,1187,1337.78315,-1.26875
773.995956,1918.7044,0,1188,1336.5214,-1.26805
774,1918.7044,-1.55715,1189,1335.26035,-1.26735
774.9959541,1917.15355,0,1190,1334,-1.26665
775,1917.15355,-1.55645,1191,1332.74035,-1.26595
775.9959523,1915.6034,0,1192,1331.4814,-1.26525
776,1915.6034,-1.55575,1193,1330.22315,-1.26455
776.9959505,1914.05395,0,1194,1328.9656,-1.26385
777,1914.05395,-1.55505,1195,1327.70875,-1.26315
777.9959487,1912.5052,0,1196,1326.4526,-1.26245
778,1912.5052,-1.55435,1197,1325.19715,-1.26175
778.9959469,1910.95715,0,1198,1323.9424,-1.26105
779,1910.95715,-1.55365,1199,1322.68835,-1.26035
779.995945,1909.4098,0,1200,1321.435,-1.25965
780,1909.4098,-1.55295,1201,1320.18235,-1.25895
780.9959432,1907.86315,0,1202,1318.9304,-1.25825
781,1907.86315,-1.55225,1203,1317.67915,-1.25755
781.9959414,1906.3172,0,1204,1316.4286,-1.25685
782,1906.3172,-1.55155,1205,1315.17875,-1.25615
782.9959395,1904.77195,0,1206,1313.9296,-1.25545
783,1904.77195,-1.55085,1207,1312.68115,-1.25475
783.9959377,1903.2274,0,1208,1311.4334,-1.25405
784,1903.2274,-1.55015,1209,1310.18635,-1.25335
784.9959359,1901.68355,0,1210,1308.94,-1.25265
785,1901.68355,-1.54945,1211,1307.69435,-1.25195
785.995934,1900.1404,0,1212,1306.4494,-1.25125
786,1900.1404,-1.54875,1213,1305.20515,-1.25055
786.9959322,1898.59795,0,1214,1303.9616,-1.24985
787,1898.59795,-1.54805,1215,1302.71875,-1.24915
787.9959304,1897.0562,0,1216,1301.4766,-1.24845
788,1897.0562,-1.54735,1217,1300.23515,-1.24775
788.9959285,1895.51515,0,1218,1298.9944,-1.24705
789,1895.51515,-1.54665,1219,1297.75435,-1.24635
789.9959267,1893.9748,0,1220,1296.515,-1.24565
790,1893.9748,-1.54595,1221,1295.27635,-1.24495
790.9959248,1892.43515,0,1222,1294.0384,-1.24425
791,1892.43515,-1.54525,1223,1292.80115,-1.24355
791.995923,1890.8962,0,1224,1291.5646,-1.24285
792,1890.8962,-1.54455,1225,1290.32875,-1.24215
792.9959211,1889.35795,0,1226,1289.0936,-1.24145
793,1889.35795,-1.54385,1227,1287.85915,-1.24075
793.9959193,1887.8204,0,1228,1286.6254,-1.24005
794,1887.8204,-1.54315,1229,1285.39235,-1.23935
794.9959174,1886.28355,0,1230,1284.16,-1.23865
795,1886.28355,-1.54245,1231,1282.92835,-1.23795
795.9959156,1884.7474,0,1232,1281.6974,-1.23725
796,1884.7474,-1.54175,1233,1280.46715,-1.23655
796.9959137,1883.21195,0,1234,1279.2376,-1.23585
797,1883.21195,-1.54105,1235,1278.00875,-1.23515
797.9959119,1881.6772,0,1236,1276.7806,-1.23445
798,1881.6772,-1.54035,1237,1275.55315,-1.23375
798.99591,1880.14315,0,1238,1274.3264,-1.23305
799,1880.14315,-1.53965,1239,1273.10035,-1.23235
799.9959082,1878.6098,0,1240,1271.875,-1.23165
800,1878.6098,-1.53895,1241,1270.65035,-1.23095
800.9959063,1877.07715,0,1242,1269.4264,-1.23025
801,1877.07715,-1.53825,1243,1268.20315,-1.22955
801.9959044,1875.5452,0,1244,1266.9806,-1.22885
802,1875.5452,-1.53755,1245,1265.75875,-1.22815
802.9959026,1874.01395,0,1246,1264.5376,-1.22745
803,1874.01395,-1.53685,1247,1263.31715,-1.22675
803.9959007,1872.4834,0,1248,1262.0974,-1.22605
804,1872.4834,-1.53615,1249,1260.87835,-1.22535
804.9958988,1870.95355,0,1250,1259.66,-1.22465
805,1870.95355,-1.53545,1251,1258.44235,-1.22395
805.995897,1869.4244,0,1252,1257.2254,-1.22325
806,1869.4244,-1.53475,1253,1256.00915,-1.22255
806.9958951,1867.89595,0,1254,1254.7936,-1.22185
807,1867.89595,-1.53405,1255,1253.57875,-1.22115
807.9958932,1866.3682,0,1256,1252.3646,-1.22045
808,1866.3682,-1.53335,1257,1251.15115,-1.21975
808.9958913,1864.84115,0,1258,1249.9384,-1.21905
809,1864.84115,-1.53265,1259,1248.72635,-1.21835
809.9958895,1863.3148,0,1260,1247.515,-1.21765
810,1863.3148,-1.53195,1261,1246.30435,-1.21695
810.9958876,1861.78915,0,1262,1245.0944,-1.21625
811,1861.78915,-1.53125,1263,1243.88515,-1.21555
811.9958857,1860.2642,0,1264,1242.6766,-1.21485
812,1860.2642,-1.53055,1265,1241.46875,-1.21415
812.9958838,1858.73995,0,1266,1240.2616,-1.21345
813,1858.73995,-1.52985,1267,1239.05515,-1.21275
813.9958819,1857.2164,0,1268,1237.8494,-1.21205
814,1857.2164,-1.52915,1269,1236.64435,-1.21135
814.9958801,1855.69355,0,1270,1235.44,-1.21065
815,1855.69355,-1.52845,1271,1234.23635,-1.20995
815.9958782,1854.1714,0,1272,1233.0334,-1.20925
816,1854.1714,-1.52775,1273,1231.83115,-1.20855
816.9958763,1852.64995,0,1274,1230.6296,-1.20785
817,1852.64995,-1.52705,1275,1229.42875,-1.20715
817.9958744,1851.1292,0,1276,1228.2286,-1.20645
818,1851.1292,-1.52635,1277,1227.02915,-1.20575
818.9958725,1849.60915,0,1278,1225.8304,-1.20505
819,1849.60915,-1.52565,1279,1224.63235,-1.20435
819.9958706,1848.0898,0,1280,1223.435,-1.20365
820,1848.0898,-1.52495,1281,1222.23835,-1.20295
820.9958687,1846.57115,0,1282,1221.0424,-1.20225
821,1846.57115,-1.52425,1283,1219.84715,-1.20155
821.9958668,1845.0532,0,1284,1218.6526,-1.20085
822,1845.0532,-1.52355,1285,1217.45875,-1.20015
822.9958649,1843.53595,0,1286,1216.2656,-1.19945
823,1843.53595,-1.52285,1287,1215.07315,-1.19875
823.995863,1842.0194,0,1288,1213.8814,-1.19805
824,1842.0194,-1.52215,1289,1212.69035,-1.19735
824.9958611,1840.50355,0,1290,1211.5,-1.19665
825,1840.50355,-1.52145,1291,1210.31035,-1.19595
825.9958592,1838.9884,0,1292,1209.1214,-1.19525
826,1838.9884,-1.52075,1293,1207.93315,-1.19455
826.9958573,1837.47395,0,1294,1206.7456,-1.19385
827,1837.47395,-1.52005,1295,1205.55875,-1.19315
827.9958554,1835.9602,0,1296,1204.3726,-1.19245
828,1835.9602,-1.51935,1297,1203.18715,-1.19175
828.9958535,1834.44715,0,1298,1202.0024,-1.19105
829,1834.44715,-1.51865,1299,1200.81835,-1.19035
829.9958516,1832.9348,0,1300,1199.635,-1.18965
830,1832.9348,-1.51795,1301,1198.45235,-1.18895
830.9958497,1831.42315,0,1302,1197.2704,-1.18825
831,1831.42315,-1.51725,1303,1196.08915,-1.18755
831.9958478,1829.9122,0,1304,1194.9086,-1.18685
832,1829.9122,-1.51655,1305,1193.72875,-1.18615
832.9958458,1828.40195,0,1306,1192.5496,-1.18545
833,1828.40195,-1.51585,1307,1191.37115,-1.18475
833.9958439,1826.8924,0,1308,1190.1934,-1.18405
834,1826.8924,-1.51515,1309,1189.01635,-1.18335
834.995842,1825.38355,0,1310,1187.84,-1.18265
835,1825.38355,-1.51445,1311,1186.66435,-1.18195
835.9958401,1823.8754,0,1312,1185.4894,-1.18125
836,1823.8754,-1.51375,1313,1184.31515,-1.18055
836.9958382,1822.36795,0,1314,1183.1416,-1.17985
837,1822.36795,-1.51305,1315,1181.96875,-1.17915
837.9958362,1820.8612,0,1316,1180.7966,-1.17845
838,1820.8612,-1.51235,1317,1179.62515,-1.17775
838.9958343,1819.35515,0,1318,1178.4544,-1.17705
839,1819.35515,-1.51165,1319,1177.28435,-1.17635
839.9958324,1817.8498,0,1320,1176.115,-1.17565
840,1817.8498,-1.51095,1321,1174.94635,-1.17495
840.9958304,1816.34515,0,1322,1173.7784,-1.17425
841,1816.34515,-1.51025,1323,1172.61115,-1.17355
841.9958285,1814.8412,0,1324,1171.4446,-1.17285
842,1814.8412,-1.50955,1325,1170.27875,-1.17215
842.9958266,1813.33795,0,1326,1169.1136,-1.17145
843,1813.33795,-1.50885,1327,1167.94915,-1.17075
843.9958246,1811.8354,0,1328,1166.7854,-1.17005
844,1811.8354,-1.50815,1329,1165.62235,-1.16935
844.9958227,1810.33355,0,1330,1164.46,-1.16865
845,1810.33355,-1.50745,1331,1163.29835,-1.16795
845.9958208,1808.8324,0,1332,1162.1374,-1.16725
846,1808.8324,-1.50675,1333,1160.97715,-1.16655
846.9958188,1807.33195,0,1334,1159.8176,-1.16585
847,1807.33195,-1.50605,1335,1158.65875,-1.16515
847.9958169,1805.8322,0,1336,1157.5006,-1.16445
848,1805.8322,-1.50535,1337,1156.34315,-1.16375
848.9958149,1804.33315,0,1338,1155.1864,-1.16305
849,1804.33315,-1.50465,1339,1154.03035,-1.16235
849.995813,1802.8348,0,1340,1152.875,-1.16165
850,1802.8348,-1.50395,1341,1151.72035,-1.16095
850.995811,1801.33715,0,1342,1150.5664,-1.16025
851,1801.33715,-1.50325,1343,1149.41315,-1.15955
851.9958091,1799.8402,0,1344,1148.2606,-1.15885
852,1799.8402,-1.50255,1345,1147.10875,-1.15815
852.9958071,1798.34395,0,1346,1145.9576,-1.15745
853,1798.34395,-1.50185,1347,1144.80715,-1.15675
853.9958052,1796.8484,0,1348,1143.6574,-1.15605
854,1796.8484,-1.50115,1349,1142.50835,-1.15535
854.9958032,1795.35355,0,1350,1141.36,-1.15465
855,1795.35355,-1.50045,1351,1140.21235,-1.15395
855.9958013,1793.8594,0,1352,1139.0654,-1.15325
856,1793.8594,-1.49975,1353,1137.91915,-1.15255
856.9957993,1792.36595,0,1354,1136.7736,-1.15185
857,1792.36595,-1.49905,1355,1135.62875,-1.15115
857.9957973,1790.8732,0,1356,1134.4846,-1.15045
858,1790.8732,-1.49835,1357,1133.34115,-1.14975
858.9957954,1789.38115,0,1358,1132.1984,-1.14905
859,1789.38115,-1.49765,1359,1131.05635,-1.14835
859.9957934,1787.8898,0,1360,1129.915,-1.14765
860,1787.8898,-1.49695,1361,1128.77435,-1.14695
860.9957914,1786.39915,0,1362,1127.6344,-1.14625
861,1786.39915,-1.49625,1363,1126.49515,-1.14555
861.9957895,1784.9092,0,1364,1125.3566,-1.14485
862,1784.9092,-1.49555,1365,1124.21875,-1.14415
862.9957875,1783.41995,0,1366,1123.0816,-1.14345
863,1783.41995,-1.49485,1367,1121.94515,-1.14275
863.9957855,1781.9314,0,1368,1120.8094,-1.14205
864,1781.9314,-1.49415,1369,1119.67435,-1.14135
864.9957836,1780.44355,0,1370,1118.54,-1.14065
865,1780.44355,-1.49345,1371,1117.40635,-1.13995
865.9957816,1778.9564,0,1372,1116.2734,-1.13925
866,1778.9564,-1.49275,1373,1115.14115,-1.13855
866.9957796,1777.46995,0,1374,1114.0096,-1.13785
867,1777.46995,-1.49205,1375,1112.87875,-1.13715
867.9957776,1775.9842,0,1376,1111.7486,-1.13645
868,1775.9842,-1.49135,1377,1110.61915,-1.13575
868.9957756,1774.49915,0,1378,1109.4904,-1.13505
869,1774.49915,-1.49065,1379,1108.36235,-1.13435
869.9957737,1773.0148,0,1380,1107.235,-1.13365
870,1773.0148,-1.48995,1381,1106.10835,-1.13295
870.9957717,1771.53115,0,1382,1104.9824,-1.13225
871,1771.53115,-1.48925,1383,1103.85715,-1.13155
871.9957697,1770.0482,0,1384,1102.7326,-1.13085
872,1770.0482,-1.48855,1385,1101.60875,-1.13015
872.9957677,1768.56595,0,1386,1100.4856,-1.12945
873,1768.56595,-1.48785,1387,1099.36315,-1.12875
873.9957657,1767.0844,0,1388,1098.2414,-1.12805
874,1767.0844,-1.48715,1389,1097.12035,-1.12735
874.9957637,1765.60355,0,1390,1096,-1.12665
875,1765.60355,-1.48645,1391,1094.88035,-1.12595
875.9957617,1764.1234,0,1392,1093.7614,-1.12525
876,1764.1234,-1.48575,1393,1092.64315,-1.12455
876.9957597,1762.64395,0,1394,1091.5256,-1.12385
877,1762.64395,-1.48505,1395,1090.40875,-1.12315
877.9957577,1761.1652,0,1396,1089.2926,-1.12245
878,1761.1652,-1.48435,1397,1088.17715,-1.12175
878.9957557,1759.68715,0,1398,1087.0624,-1.12105
879,1759.68715,-1.48365,1399,1085.94835,-1.12035
879.9957537,1758.2098,0,1400,1084.835,-1.11965
880,1758.2098,-1.48295,1401,1083.72235,-1.11895
880.9957517,1756.73315,0,1402,1082.6104,-1.11825
881,1756.73315,-1.48225,1403,1081.49915,-1.11755
881.9957497,1755.2572,0,1404,1080.3886,-1.11685
882,1755.2572,-1.48155,1405,1079.27875,-1.11615
882.9957477,1753.78195,0,1406,1078.1696,-1.11545
883,1753.78195,-1.48085,1407,1077.06115,-1.11475
883.9957457,1752.3074,0,1408,1075.9534,-1.11405
884,1752.3074,-1.48015,1409,1074.84635,-1.11335
884.9957437,1750.83355,0,1410,1073.74,-1.11265
885,1750.83355,-1.47945,1411,1072.63435,-1.11195
885.9957417,1749.3604,0,1412,1071.5294,-1.11125
886,1749.3604,-1.47875,1413,1070.42515,-1.11055
886.9957396,1747.88795,0,1414,1069.3216,-1.10985
887,1747.88795,-1.47805,1415,1068.21875,-1.10915
887.9957376,1746.4162,0,1416,1067.1166,-1.10845
888,1746.4162,-1.47735,1417,1066.01515,-1.10775
888.9957356,1744.94515,0,1418,1064.9144,-1.10705
889,1744.94515,-1.47665,1419,1063.81435,-1.10635
889.9957336,1743.4748,0,1420,1062.715,-1.10565
890,1743.4748,-1.47595,1421,1061.61635,-1.10495
890.9957316,1742.00515,0,1422,1060.5184,-1.10425
891,1742.00515,-1.47525,1423,1059.42115,-1.10355
891.9957295,1740.5362,0,1424,1058.3246,-1.10285
892,1740.5362,-1.47455,1425,1057.22875,-1.10215
892.9957275,1739.06795,0,1426,1056.1336,-1.10145
893,1739.06795,-1.47385,1427,1055.03915,-1.10075
893.9957255,1737.6004,0,1428,1053.9454,-1.10005
894,1737.6004,-1.47315,1429,1052.85235,-1.09935
894.9957234,1736.13355,0,1430,1051.76,-1.09865
895,1736.13355,-1.47245,1431,1050.66835,-1.09795
895.9957214,1734.6674,0,1432,1049.5774,-1.09725
896,1734.6674,-1.47175,1433,1048.48715,-1.09655
896.9957194,1733.20195,0,1434,1047.3976,-1.09585
897,1733.20195,-1.47105,1435,1046.30875,-1.09515
897.9957173,1731.7372,0,1436,1045.2206,-1.09445
898,1731.7372,-1.47035,1437,1044.13315,-1.09375
898.9957153,1730.27315,0,1438,1043.0464,-1.09305
899,1730.27315,-1.46965,1439,1041.96035,-1.09235
899.9957133,1728.8098,0,1440,1040.875,-1.09165
900,1728.8098,-1.46895,1441,1039.79035,-1.09095
900.9957112,1727.34715,0,1442,1038.7064,-1.09025
901,1727.34715,-1.46825,1443,1037.62315,-1.08955
901.9957092,1725.8852,0,1444,1036.5406,-1.08885
902,1725.8852,-1.46755,1445,1035.45875,-1.08815
902.9957071,1724.42395,0,1446,1034.3776,-1.08745
903,1724.42395,-1.46685,1447,1033.29715,-1.08675
903.9957051,1722.9634,0,1448,1032.2174,-1.08605
904,1722.9634,-1.46615,1449,1031.13835,-1.08535
904.995703,1721.50355,0,1450,1030.06,-1.08465
905,1721.50355,-1.46545,1451,1028.98235,-1.08395
905.995701,1720.0444,0,1452,1027.9054,-1.08325
906,1720.0444,-1.46475,1453,1026.82915,-1.08255
906.9956989,1718.58595,0,1454,1025.7536,-1.08185
907,1718.58595,-1.46405,1455,1024.67875,-1.08115
907.9956969,1717.1282,0,1456,1023.6046,-1.08045
908,1717.1282,-1.46335,1457,1022.53115,-1.07975
908.9956948,1715.67115,0,1458,1021.4584,-1.07905
909,1715.67115,-1.46265,1459,1020.38635,-1.07835
909.9956927,1714.2148,0,1460,1019.315,-1.07765
910,1714.2148,-1.46195,1461,1018.24435,-1.07695
910.9956907,1712.75915,0,1462,1017.1744,-1.07625
911,1712.75915,-1.46125,1463,1016.10515,-1.07555
911.9956886,1711.3042,0,1464,1015.0366,-1.07485
912,1711.3042,-1.46055,1465,1013.96875,-1.07415
912.9956866,1709.84995,0,1466,1012.9016,-1.07345
913,1709.84995,-1.45985,1467,1011.83515,-1.07275
913.9956845,1708.3964,0,1468,1010.7694,-1.07205
914,1708.3964,-1.45915,1469,1009.70435,-1.07135
914.9956824,1706.94355,0,1470,1008.64,-1.07065
915,1706.94355,-1.45845,1471,1007.57635,-1.06995
915.9956803,1705.4914,0,1472,1006.5134,-1.06925
916,1705.4914,-1.45775,1473,1005.45115,-1.06855
916.9956783,1704.03995,0,1474,1004.3896,-1.06785
917,1704.03995,-1.45705,1475,1003.32875,-1.06715
917.9956762,1702.5892,0,1476,1002.2686,-1.06645
918,1702.5892,-1.45635,1477,1001.20915,-1.06575
918.9956741,1701.13915,0,1478,1000.1504,-1.06505
919,1701.13915,-1.45565,1479,999.09235,-1.06435
919.995672,1699.6898,0,1480,998.035,-1.06365
920,1699.6898,-1.45495,1481,996.97835,-1.06295
920.99567,1698.24115,0,1482,995.9224,-1.06225
921,1698.24115,-1.45425,1483,994.86715,-1.06155
921.9956679,1696.7932,0,1484,993.8126,-1.06085
922,1696.7932,-1.45355,1485,992.75875,-1.06015
922.9956658,1695.34595,0,1486,991.7056,-1.05945
923,1695.34595,-1.45285,1487,990.65315,-1.05875
923.9956637,1693.8994,0,1488,989.6014,-1.05805
924,1693.8994,-1.45215,1489,988.55035,-1.05735
924.9956616,1692.45355,0,1490,987.5,-1.05665
925,1692.45355,-1.45145,1491,986.45035,-1.05595
925.9956595,1691.0084,0,1492,985.4014,-1.05525
926,1691.0084,-1.45075,1493,984.35315,-1.05455
926.9956574,1689.56395,0,1494,983.3056,-1.05385
927,1689.56395,-1.45005,1495,982.25875,-1.05315
927.9956553,1688.1202,0,1496,981.2126,-1.05245
928,1688.1202,-1.44935,1497,980.16715,-1.05175
928.9956532,1686.67715,0,1498,979.1224,-1.05105
929,1686.67715,-1.44865,1499,978.07835,-1.05035
929.9956511,1685.2348,0,1500,977.035,-1.04965
930,1685.2348,-1.44795,1501,975.99235,-1.04895
930.995649,1683.79315,0,1502,974.9504,-1.04825
931,1683.79315,-1.44725,1503,973.90915,-1.04755
931.9956469,1682.3522,0,1504,972.8686,-1.04685
932,1682.3522,-1.44655,1505,971.82875,-1.04615
932.9956448,1680.91195,0,1506,970.7896,-1.04545
933,1680.91195,-1.44585,1507,969.75115,-1.04475
933.9956427,1679.4724,0,1508,968.7134,-1.04405
934,1679.4724,-1.44515,1509,967.67635,-1.04335
934.9956406,1678.03355,0,1510,966.64,-1.04265
935,1678.03355,-1.44445,1511,965.60435,-1.04195
935.9956385,1676.5954,0,1512,964.5694,-1.04125
936,1676.5954,-1.44375,1513,963.53515,-1.04055
936.9956364,1675.15795,0,1514,962.5016,-1.03985
937,1675.15795,-1.44305,1515,961.46875,-1.03915
937.9956342,1673.7212,0,1516,960.4366,-1.03845
938,1673.7212,-1.44235,1517,959.40515,-1.03775
938.9956321,1672.28515,0,1518,958.3744,-1.03705
939,1672.28515,-1.44165,1519,957.34435,-1.03635
939.99563,1670.8498,0,1520,956.315,-1.03565
940,1670.8498,-1.44095,1521,955.28635,-1.03495
940.9956279,1669.41515,0,1522,954.2584,-1.03425
941,1669.41515,-1.44025,1523,953.23115,-1.03355
941.9956258,1667.9812,0,1524,952.2046,-1.03285
942,1667.9812,-1.43955,1525,951.17875,-1.03215
942.9956236,1666.54795,0,1526,950.1536,-1.03145
943,1666.54795,-1.43885,1527,949.12915,-1.03075
943.9956215,1665.1154,0,1528,948.1054,-1.03005
944,1665.1154,-1.43815,1529,947.08235,-1.02935
944.9956194,1663.68355,0,1530,946.06,-1.02865
945,1663.68355,-1.43745,1531,945.03835,-1.02795
945.9956172,1662.2524,0,1532,944.0174,-1.02725
946,1662.2524,-1.43675,1533,942.99715,-1.02655
946.9956151,1660.82195,0,1534,941.9776,-1.02585
947,1660.82195,-1.43605,1535,940.95875,-1.02515
947.995613,1659.3922,0,1536,939.9406,-1.02445
948,1659.3922,-1.43535,1537,938.92315,-1.02375
948.9956108,1657.96315,0,1538,937.9064,-1.02305
949,1657.96315,-1.43465,1539,936.89035,-1.02235
949.9956087,1656.5348,0,1540,935.875,-1.02165
950,1656.5348,-1.43395,1541,934.86035,-1.02095
950.9956065,1655.10715,0,1542,933.8464,-1.02025
951,1655.10715,-1.43325,1543,932.83315,-1.01955
951.9956044,1653.6802,0,1544,931.8206,-1.01885
952,1653.6802,-1.43255,1545,930.80875,-1.01815
952.9956022,1652.25395,0,1546,929.7976,-1.01745
953,1652.25395,-1.43185,1547,928.78715,-1.01675
953.9956001,1650.8284,0,1548,927.7774,-1.01605
954,1650.8284,-1.43115,1549,926.76835,-1.01535
954.9955979,1649.40355,0,1550,925.76,-1.01465
955,1649.40355,-1.43045,1551,924.75235,-1.01395
955.9955958,1647.9794,0,1552,923.7454,-1.01325
956,1647.9794,-1.42975,1553,922.73915,-1.01255
956.9955936,1646.55595,0,1554,921.7336,-1.01185
957,1646.55595,-1.42905,1555,920.72875,-1.01115
957.9955915,1645.1332,0,1556,919.7246,-1.01045
958,1645.1332,-1.42835,1557,918.72115,-1.00975
958.9955893,1643.71115,0,1558,917.7184,-1.00905
959,1643.71115,-1.42765,1559,916.71635,-1.00835
959.9955872,1642.2898,0,1560,915.715,-1.00765
960,1642.2898,-1.42695,1561,914.71435,-1.00695
960.995585,1640.86915,0,1562,913.7144,-1.00625
961,1640.86915,-1.42625,1563,912.71515,-1.00555
961.9955828,1639.4492,0,1564,911.7166,-1.00485
962,1639.4492,-1.42555,1565,910.71875,-1.00415
962.9955807,1638.02995,0,1566,909.7216,-1.00345
963,1638.02995,-1.42485,1567,908.72515,-1.00275
963.9955785,1636.6114,0,1568,907.7294,-1.00205
964,1636.6114,-1.42415,1569,906.73435,-1.00135
964.9955763,1635.19355,0,1570,905.74,-1.00065
965,1635.19355,-1.42345,1571,904.74635,-1
965.9955741,1633.7764,0,1572,903.7534,-1
966,1633.7764,-1.42275,1573,902.76115,-1
966.995572,1632.35995,0,1574,901.7696,-1
967,1632.35995,-1.42205,1575,900.77875,-1
967.9955698,1630.9442,0,1576,899.7886,-1
968,1630.9442,-1.42135,1577,898.79915,-1
968.9955676,1629.52915,0,1578,897.8104,-1
969,1629.52915,-1.42065,1579,896.82235,-1
969.9955654,1628.1148,0,1580,895.835,-1
970,1628.1148,-1.41995,1581,894.84835,-1
970.9955632,1626.70115,0,1582,893.8624,-1
971,1626.70115,-1.41925,1583,892.87715,-1
971.995561,1625.2882,0,1584,891.8926,-1
972,1625.2882,-1.41855,1585,890.90875,-1
972.9955588,1623.87595,0,1586,889.9256,-1
973,1623.87595,-1.41785,1587,888.94315,-1
973.9955567,1622.4644,0,1588,887.9614,-1
974,1622.4644,-1.41715,1589,886.98035,-1
974.9955545,1621.05355,0,1590,886,-1
975,1621.05355,-1.41645,1591,885.02035,-1
975.9955523,1619.6434,0,1592,884.0414,-1
976,1619.6434,-1.41575,1593,883.06315,-1
976.9955501,1618.23395,0,1594,882.0856,-1
977,1618.23395,-1.41505,1595,881.10875,-1
977.9955479,1616.8252,0,1596,880.1326,-1
978,1616.8252,-1.41435,1597,879.15715,-1
978.9955457,1615.41715,0,1598,878.1824,-1
979,1615.41715,-1.41365,1599,877.20835,-1
979.9955435,1614.0098,0,1600,876.235,-1
980,1614.0098,-1.41295,1601,875.26235,-1
980.9955412,1612.60315,0,1602,874.2904,-1
981,1612.60315,-1.41225,1603,873.31915,-1
981.995539,1611.1972,0,1604,872.3486,-1
982,1611.1972,-1.41155,1605,871.37875,-1
982.9955368,1609.79195,0,1606,870.4096,-1
983,1609.79195,-1.41085,1607,869.44115,-1
983.9955346,1608.3874,0,1608,868.4734,-1
984,1608.3874,-1.41015,1609,867.50635,-1
984.9955324,1606.98355,0,1610,866.54,-1
