e_t,e,e_d,s_t,s,s_d
1269.994796,1235.4148,0,2180,429.635,-1
1270,1235.4148,-1.20995,2181,429.06835,-1
1270.994793,1234.21115,0,2182,428.5024,-1
1271,1234.21115,-1.20925,2183,427.93715,-1
1271.99479,1233.0082,0,2184,427.3726,-1
1272,1233.0082,-1.20855,2185,426.80875,-1
1272.994787,1231.80595,0,2186,426.2456,-1
1273,1231.80595,-1.20785,2187,425.68315,-1
1273.994784,1230.6044,0,2188,425.1214,-1
1274,1230.6044,-1.20715,2189,424.56035,-1
1274.994781,1229.40355,0,2190,424,-1
1275,1229.40355,-1.20645,2191,423.44035,-1
1275.994778,1228.2034,0,2192,422.8814,-1
1276,1228.2034,-1.20575,2193,422.32315,-1
1276.994775,1227.00395,0,2194,421.7656,-1
1277,1227.00395,-1.20505,2195,421.20875,-1
1277.994772,1225.8052,0,2196,420.6526,-1
1278,1225.8052,-1.20435,2197,420.09715,-1
1278.994769,1224.60715,0,2198,419.5424,-1
1279,1224.60715,-1.20365,2199,418.98835,-1
1279.994766,1223.4098,0,2200,418.435,-1
1280,1223.4098,-1.20295,2201,417.88235,-1
1280.994763,1222.21315,0,2202,417.3304,-1
1281,1222.21315,-1.20225,2203,416.77915,-1
1281.99476,1221.0172,0,2204,416.2286,-1
1282,1221.0172,-1.20155,2205,415.67875,-1
1282.994757,1219.82195,0,2206,415.1296,-1
1283,1219.82195,-1.20085,2207,414.58115,-1
1283.994754,1218.6274,0,2208,414.0334,-1
1284,1218.6274,-1.20015,2209,413.48635,-1
1284.994751,1217.43355,0,2210,412.94,-1
1285,1217.43355,-1.19945,2211,412.39435,-1
1285.994748,1216.2404,0,2212,411.8494,-1
1286,1216.2404,-1.19875,2213,411.30515,-1
1286.994745,1215.04795,0,2214,410.7616,-1
1287,1215.04795,-1.19805,2215,410.21875,-1
1287.994741,1213.8562,0,2216,409.6766,-1
1288,1213.8562,-1.19735,2217,409.13515,-1
1288.994738,1212.66515,0,2218,408.5944,-1
1289,1212.66515,-1.19665,2219,408.05435,-1
1289.994735,1211.4748,0,2220,407.515,-1
1290,1211.4748,-1.19595,2221,406.97635,-1
1290.994732,1210.28515,0,2222,406.4384,-1
1291,1210.28515,-1.19525,2223,405.90115,-1
1291.994729,1209.0962,0,2224,405.3646,-1
1292,1209.0962,-1.19455,2225,404.82875,-1
1292.994726,1207.90795,0,2226,404.2936,-1
1293,1207.90795,-1.19385,2227,403.75915,-1
1293.994723,1206.7204,0,2228,403.2254,-1
1294,1206.7204,-1.19315,2229,402.69235,-1
1294.99472,1205.53355,0,2230,402.16,-1
1295,1205.53355,-1.19245,2231,401.62835,-1
1295.994717,1204.3474,0,2232,401.0974,-1
1296,1204.3474,-1.19175,2233,400.56715,-1
1296.994714,1203.16195,0,2234,400.0376,-1
1297,1203.16195,-1.19105,2235,399.50875,-1
1297.994711,1201.9772,0,2236,398.9806,-1
1298,1201.9772,-1.19035,2237,398.45315,-1
1298.994707,1200.79315,0,2238,397.9264,-1
1299,1200.79315,-1.18965,2239,397.40035,-1
1299.994704,1199.6098,0,2240,396.875,-1
1300,1199.6098,-1.18895,2241,396.35035,-1
1300.994701,1198.42715,0,2242,395.8264,-1
1301,1198.42715,-1.18825,2243,395.30315,-1
1301.994698,1197.2452,0,2244,394.7806,-1
1302,1197.2452,-1.18755,2245,394.25875,-1
1302.994695,1196.06395,0,2246,393.7376,-1
1303,1196.06395,-1.18685,2247,393.21715,-1
1303.994692,1194.8834,0,2248,392.6974,-1
1304,1194.8834,-1.18615,2249,392.17835,-1
1304.994689,1193.70355,0,2250,391.66,-1
1305,1193.70355,-1.18545,2251,391.14235,-1
1305.994686,1192.5244,0,2252,390.6254,-1
1306,1192.5244,-1.18475,2253,390.10915,-1
1306.994682,1191.34595,0,2254,389.5936,-1
1307,1191.34595,-1.18405,2255,389.07875,-1
1307.994679,1190.1682,0,2256,388.5646,-1
1308,1190.1682,-1.18335,2257,388.05115,-1
1308.994676,1188.99115,0,2258,387.5384,-1
1309,1188.99115,-1.18265,2259,387.02635,-1
1309.994673,1187.8148,0,2260,386.515,-1
1310,1187.8148,-1.18195,2261,386.00435,-1
1310.99467,1186.63915,0,2262,385.4944,-1
1311,1186.63915,-1.18125,2263,384.98515,-1
1311.994667,1185.4642,0,2264,384.4766,-1
1312,1185.4642,-1.18055,2265,383.96875,-1
1312.994664,1184.28995,0,2266,383.4616,-1
1313,1184.28995,-1.17985,2267,382.95515,-1
1313.99466,1183.1164,0,2268,382.4494,-1
1314,1183.1164,-1.17915,2269,381.94435,-1
1314.994657,1181.94355,0,2270,381.44,-1
1315,1181.94355,-1.17845,2271,380.93635,-1
1315.994654,1180.7714,0,2272,380.4334,-1
1316,1180.7714,-1.17775,2273,379.93115,-1
1316.994651,1179.59995,0,2274,379.4296,-1
1317,1179.59995,-1.17705,2275,378.92875,-1
1317.994648,1178.4292,0,2276,378.4286,-1
1318,1178.4292,-1.17635,2277,377.92915,-1
1318.994644,1177.25915,0,2278,377.4304,-1
1319,1177.25915,-1.17565,2279,376.93235,-1
1319.994641,1176.0898,0,2280,376.435,-1
1320,1176.0898,-1.17495,2281,375.93835,-1
1320.994638,1174.92115,0,2282,375.4424,-1
1321,1174.92115,-1.17425,2283,374.94715,-1
1321.994635,1173.7532,0,2284,374.4526,-1
1322,1173.7532,-1.17355,2285,373.95875,-1
1322.994632,1172.58595,0,2286,373.4656,-1
1323,1172.58595,-1.17285,2287,372.97315,-1
1323.994628,1171.4194,0,2288,372.4814,-1
1324,1171.4194,-1.17215,2289,371.99035,-1
1324.994625,1170.25355,0,2290,371.5,-1
1325,1170.25355,-1.17145,2291,371.01035,-1
1325.994622,1169.0884,0,2292,370.5214,-1
1326,1169.0884,-1.17075,2293,370.03315,-1
1326.994619,1167.92395,0,2294,369.5456,-1
1327,1167.92395,-1.17005,2295,369.05875,-1
1327.994616,1166.7602,0,2296,368.5726,-1
1328,1166.7602,-1.16935,2297,368.08715,-1
1328.994612,1165.59715,0,2298,367.6024,-1
1329,1165.59715,-1.16865,2299,367.11835,-1
1329.994609,1164.4348,0,2300,366.635,-1
1330,1164.4348,-1.16795,2301,366.15235,-1
1330.994606,1163.27315,0,2302,365.6704,-1
1331,1163.27315,-1.16725,2303,365.18915,-1
1331.994603,1162.1122,0,2304,364.7086,-1
1332,1162.1122,-1.16655,2305,364.22875,-1
1332.994599,1160.95195,0,2306,363.7496,-1
1333,1160.95195,-1.16585,2307,363.27115,-1
1333.994596,1159.7924,0,2308,362.7934,-1
1334,1159.7924,-1.16515,2309,362.31635,-1
1334.994593,1158.63355,0,2310,361.84,-1
1335,1158.63355,-1.16445,2311,361.36435,-1
1335.99459,1157.4754,0,2312,360.8894,-1
1336,1157.4754,-1.16375,2313,360.41515,-1
1336.994586,1156.31795,0,2314,359.9416,-1
1337,1156.31795,-1.16305,2315,359.46875,-1
1337.994583,1155.1612,0,2316,358.9966,-1
1338,1155.1612,-1.16235,2317,358.52515,-1
1338.99458,1154.00515,0,2318,358.0544,-1
1339,1154.00515,-1.16165,2319,357.58435,-1
1339.994577,1152.8498,0,2320,357.115,-1
1340,1152.8498,-1.16095,2321,356.64635,-1
1340.994573,1151.69515,0,2322,356.1784,-1
1341,1151.69515,-1.16025,2323,355.71115,-1
1341.99457,1150.5412,0,2324,355.2446,-1
1342,1150.5412,-1.15955,2325,354.77875,-1
1342.994567,1149.38795,0,2326,354.3136,-1
1343,1149.38795,-1.15885,2327,353.84915,-1
1343.994564,1148.2354,0,2328,353.3854,-1
1344,1148.2354,-1.15815,2329,352.92235,-1
1344.99456,1147.08355,0,2330,352.46,-1
1345,1147.08355,-1.15745,2331,351.99835,-1
1345.994557,1145.9324,0,2332,351.5374,-1
1346,1145.9324,-1.15675,2333,351.07715,-1
1346.994554,1144.78195,0,2334,350.6176,-1
1347,1144.78195,-1.15605,2335,350.15875,-1
1347.99455,1143.6322,0,2336,349.7006,-1
1348,1143.6322,-1.15535,2337,349.24315,-1
1348.994547,1142.48315,0,2338,348.7864,-1
1349,1142.48315,-1.15465,2339,348.33035,-1
1349.994544,1141.3348,0,2340,347.875,-1
1350,1141.3348,-1.15395,2341,347.42035,-1
1350.99454,1140.18715,0,2342,346.9664,-1
1351,1140.18715,-1.15325,2343,346.51315,-1
1351.994537,1139.0402,0,2344,346.0606,-1
1352,1139.0402,-1.15255,2345,345.60875,-1
1352.994534,1137.89395,0,2346,345.1576,-1
1353,1137.89395,-1.15185,2347,344.70715,-1
1353.994531,1136.7484,0,2348,344.2574,-1
1354,1136.7484,-1.15115,2349,343.80835,-1
1354.994527,1135.60355,0,2350,343.36,-1
1355,1135.60355,-1.15045,2351,342.91235,-1
1355.994524,1134.4594,0,2352,342.4654,-1
1356,1134.4594,-1.14975,2353,342.01915,-1
1356.994521,1133.31595,0,2354,341.5736,-1
1357,1133.31595,-1.14905,2355,341.12875,-1
1357.994517,1132.1732,0,2356,340.6846,-1
1358,1132.1732,-1.14835,2357,340.24115,-1
1358.994514,1131.03115,0,2358,339.7984,-1
1359,1131.03115,-1.14765,2359,339.35635,-1
1359.994511,1129.8898,0,2360,338.915,-1
1360,1129.8898,-1.14695,2361,338.47435,-1
1360.994507,1128.74915,0,2362,338.0344,-1
1361,1128.74915,-1.14625,2363,337.59515,-1
1361.994504,1127.6092,0,2364,337.1566,-1
1362,1127.6092,-1.14555,2365,336.71875,-1
1362.9945,1126.46995,0,2366,336.2816,-1
1363,1126.46995,-1.14485,2367,335.84515,-1
1363.994497,1125.3314,0,2368,335.4094,-1
1364,1125.3314,-1.14415,2369,334.97435,-1
1364.994494,1124.19355,0,2370,334.54,-1
1365,1124.19355,-1.14345,2371,334.10635,-1
1365.99449,1123.0564,0,2372,333.6734,-1
1366,1123.0564,-1.14275,2373,333.24115,-1
1366.994487,1121.91995,0,2374,332.8096,-1
1367,1121.91995,-1.14205,2375,332.37875,-1
1367.994484,1120.7842,0,2376,331.9486,-1
1368,1120.7842,-1.14135,2377,331.51915,-1
1368.99448,1119.64915,0,2378,331.0904,-1
1369,1119.64915,-1.14065,2379,330.66235,-1
1369.994477,1118.5148,0,2380,330.235,-1
1370,1118.5148,-1.13995,2381,329.80835,-1
1370.994473,1117.38115,0,2382,329.3824,-1
1371,1117.38115,-1.13925,2383,328.95715,-1
1371.99447,1116.2482,0,2384,328.5326,-1
1372,1116.2482,-1.13855,2385,328.10875,-1
1372.994467,1115.11595,0,2386,327.6856,-1
1373,1115.11595,-1.13785,2387,327.26315,-1
1373.994463,1113.9844,0,2388,326.8414,-1
1374,1113.9844,-1.13715,2389,326.42035,-1
1374.99446,1112.85355,0,2390,326,-1
1375,1112.85355,-1.13645,2391,325.58035,-1
1375.994456,1111.7234,0,2392,325.1614,-1
1376,1111.7234,-1.13575,2393,324.74315,-1
1376.994453,1110.59395,0,2394,324.3256,-1
1377,1110.59395,-1.13505,2395,323.90875,-1
1377.99445,1109.4652,0,2396,323.4926,-1
1378,1109.4652,-1.13435,2397,323.07715,-1
1378.994446,1108.33715,0,2398,322.6624,-1
1379,1108.33715,-1.13365,2399,322.24835,-1
1379.994443,1107.2098,0,2400,321.835,-1
1380,1107.2098,-1.13295,2401,321.42235,-1
1380.994439,1106.08315,0,2402,321.0104,-1
1381,1106.08315,-1.13225,2403,320.59915,-1
1381.994436,1104.9572,0,2404,320.1886,-1
1382,1104.9572,-1.13155,2405,319.77875,-1
1382.994432,1103.83195,0,2406,319.3696,-1
1383,1103.83195,-1.13085,2407,318.96115,-1
1383.994429,1102.7074,0,2408,318.5534,-1
1384,1102.7074,-1.13015,2409,318.14635,-1
1384.994426,1101.58355,0,2410,317.74,-1
1385,1101.58355,-1.12945,2411,317.33435,-1
1385.994422,1100.4604,0,2412,316.9294,-1
1386,1100.4604,-1.12875,2413,316.52515,-1
1386.994419,1099.33795,0,2414,316.1216,-1
1387,1099.33795,-1.12805,2415,315.71875,-1
1387.994415,1098.2162,0,2416,315.3166,-1
1388,1098.2162,-1.12735,2417,314.91515,-1
1388.994412,1097.09515,0,2418,314.5144,-1
1389,1097.09515,-1.12665,2419,314.11435,-1
1389.994408,1095.9748,0,2420,313.715,-1
1390,1095.9748,-1.12595,2421,313.31635,-1
1390.994405,1094.85515,0,2422,312.9184,-1
1391,1094.85515,-1.12525,2423,312.52115,-1
1391.994401,1093.7362,0,2424,312.1246,-1
1392,1093.7362,-1.12455,2425,311.72875,-1
1392.994398,1092.61795,0,2426,311.3336,-1
1393,1092.61795,-1.12385,2427,310.93915,-1
1393.994394,1091.5004,0,2428,310.5454,-1
1394,1091.5004,-1.12315,2429,310.15235,-1
1394.994391,1090.38355,0,2430,309.76,-1
1395,1090.38355,-1.12245,2431,309.36835,-1
1395.994387,1089.2674,0,2432,308.9774,-1
1396,1089.2674,-1.12175,2433,308.58715,-1
1396.994384,1088.15195,0,2434,308.1976,-1
1397,1088.15195,-1.12105,2435,307.80875,-1
1397.99438,1087.0372,0,2436,307.4206,-1
1398,1087.0372,-1.12035,2437,307.03315,-1
1398.994377,1085.92315,0,2438,306.6464,-1
1399,1085.92315,-1.11965,2439,306.26035,-1
1399.994373,1084.8098,0,2440,305.875,-1
1400,1084.8098,-1.11895,2441,305.49035,-1
1400.99437,1083.69715,0,2442,305.1064,-1
1401,1083.69715,-1.11825,2443,304.72315,-1
1401.994366,1082.5852,0,2444,304.3406,-1
1402,1082.5852,-1.11755,2445,303.95875,-1
1402.994363,1081.47395,0,2446,303.5776,-1
1403,1081.47395,-1.11685,2447,303.19715,-1
1403.994359,1080.3634,0,2448,302.8174,-1
1404,1080.3634,-1.11615,2449,302.43835,-1
1404.994356,1079.25355,0,2450,302.06,-1
1405,1079.25355,-1.11545,2451,301.68235,-1
1405.994352,1078.1444,0,2452,301.3054,-1
1406,1078.1444,-1.11475,2453,300.92915,-1
1406.994349,1077.03595,0,2454,300.5536,-1
1407,1077.03595,-1.11405,2455,300.17875,-1
1407.994345,1075.9282,0,2456,299.8046,-1
1408,1075.9282,-1.11335,2457,299.43115,-1
1408.994341,1074.82115,0,2458,299.0584,-1
1409,1074.82115,-1.11265,2459,298.68635,-1
1409.994338,1073.7148,0,2460,298.315,-1
1410,1073.7148,-1.11195,2461,297.94435,-1
1410.994334,1072.60915,0,2462,297.5744,-1
1411,1072.60915,-1.11125,2463,297.20515,-1
1411.994331,1071.5042,0,2464,296.8366,-1
1412,1071.5042,-1.11055,2465,296.46875,-1
1412.994327,1070.39995,0,2466,296.1016,-1
1413,1070.39995,-1.10985,2467,295.73515,-1
1413.994324,1069.2964,0,2468,295.3694,-1
1414,1069.2964,-1.10915,2469,295.00435,-1
1414.99432,1068.19355,0,2470,294.64,-1
1415,1068.19355,-1.10845,2471,294.27635,-1
1415.994316,1067.0914,0,2472,293.9134,-1
1416,1067.0914,-1.10775,2473,293.55115,-1
1416.994313,1065.98995,0,2474,293.1896,-1
1417,1065.98995,-1.10705,2475,292.82875,-1
1417.994309,1064.8892,0,2476,292.4686,-1
1418,1064.8892,-1.10635,2477,292.10915,-1
1418.994306,1063.78915,0,2478,291.7504,-1
1419,1063.78915,-1.10565,2479,291.39235,-1
1419.994302,1062.6898,0,2480,291.035,-1
1420,1062.6898,-1.10495,2481,290.67835,-1
1420.994298,1061.59115,0,2482,290.3224,-1
1421,1061.59115,-1.10425,2483,289.96715,-1
1421.994295,1060.4932,0,2484,289.6126,-1
1422,1060.4932,-1.10355,2485,289.25875,-1
1422.994291,1059.39595,0,2486,288.9056,-1
1423,1059.39595,-1.10285,2487,288.55315,-1
1423.994288,1058.2994,0,2488,288.2014,-1
1424,1058.2994,-1.10215,2489,287.85035,-1
1424.994284,1057.20355,0,2490,287.5,-1
1425,1057.20355,-1.10145,2491,287.15035,-1
1425.99428,1056.1084,0,2492,286.8014,-1
1426,1056.1084,-1.10075,2493,286.45315,-1
1426.994277,1055.01395,0,2494,286.1056,-1
1427,1055.01395,-1.10005,2495,285.75875,-1
1427.994273,1053.9202,0,2496,285.4126,-1
1428,1053.9202,-1.09935,2497,285.06715,-1
1428.994269,1052.82715,0,2498,284.7224,-1
1429,1052.82715,-1.09865,2499,284.37835,-1
1429.994266,1051.7348,0,2500,284.035,-1
1430,1051.7348,-1.09795,2501,283.69235,-1
1430.994262,1050.64315,0,2502,283.3504,-1
1431,1050.64315,-1.09725,2503,283.00915,-1
1431.994258,1049.5522,0,2504,282.6686,-1
1432,1049.5522,-1.09655,2505,282.32875,-1
1432.994255,1048.46195,0,2506,281.9896,-1
1433,1048.46195,-1.09585,2507,281.65115,-1
1433.994251,1047.3724,0,2508,281.3134,-1
1434,1047.3724,-1.09515,2509,280.97635,-1
1434.994247,1046.28355,0,2510,280.64,-1
1435,1046.28355,-1.09445,2511,280.30435,-1
1435.994244,1045.1954,0,2512,279.9694,-1
1436,1045.1954,-1.09375,2513,279.63515,-1
1436.99424,1044.10795,0,2514,279.3016,-1
1437,1044.10795,-1.09305,2515,278.96875,-1
1437.994236,1043.0212,0,2516,278.6366,-1
1438,1043.0212,-1.09235,2517,278.30515,-1
1438.994233,1041.93515,0,2518,277.9744,-1
1439,1041.93515,-1.09165,2519,277.64435,-1
1439.994229,1040.8498,0,2520,277.315,-1
1440,1040.8498,-1.09095,2521,276.98635,-1
1440.994225,1039.76515,0,2522,276.6584,-1
1441,1039.76515,-1.09025,2523,276.33115,-1
1441.994222,1038.6812,0,2524,276.0046,-1
1442,1038.6812,-1.08955,2525,275.67875,-1
1442.994218,1037.59795,0,2526,275.3536,-1
1443,1037.59795,-1.08885,2527,275.02915,-1
1443.994214,1036.5154,0,2528,274.7054,-1
1444,1036.5154,-1.08815,2529,274.38235,-1
1444.99421,1035.43355,0,2530,274.06,-1
1445,1035.43355,-1.08745,2531,273.73835,-1
1445.994207,1034.3524,0,2532,273.4174,-1
1446,1034.3524,-1.08675,2533,273.09715,-1
1446.994203,1033.27195,0,2534,272.7776,-1
1447,1033.27195,-1.08605,2535,272.45875,-1
1447.994199,1032.1922,0,2536,272.1406,-1
1448,1032.1922,-1.08535,2537,271.82315,-1
1448.994195,1031.11315,0,2538,271.5064,-1
1449,1031.11315,-1.08465,2539,271.19035,-1
1449.994192,1030.0348,0,2540,270.875,-1
1450,1030.0348,-1.08395,2541,270.56035,-1
1450.994188,1028.95715,0,2542,270.2464,-1
1451,1028.95715,-1.08325,2543,269.93315,-1
1451.994184,1027.8802,0,2544,269.6206,-1
1452,1027.8802,-1.08255,2545,269.30875,-1
1452.99418,1026.80395,0,2546,268.9976,-1
1453,1026.80395,-1.08185,2547,268.68715,-1
1453.994177,1025.7284,0,2548,268.3774,-1
1454,1025.7284,-1.08115,2549,268.06835,-1
1454.994173,1024.65355,0,2550,267.76,-1
1455,1024.65355,-1.08045,2551,267.45235,-1
1455.994169,1023.5794,0,2552,267.1454,-1
1456,1023.5794,-1.07975,2553,266.83915,-1
1456.994165,1022.50595,0,2554,266.5336,-1
1457,1022.50595,-1.07905,2555,266.22875,-1
1457.994162,1021.4332,0,2556,265.9246,-1
1458,1021.4332,-1.07835,2557,265.62115,-1
1458.994158,1020.36115,0,2558,265.3184,-1
1459,1020.36115,-1.07765,2559,265.01635,-1
1459.994154,1019.2898,0,2560,264.715,-1
1460,1019.2898,-1.07695,2561,264.41435,-1
1460.99415,1018.21915,0,2562,264.1144,-1
1461,1018.21915,-1.07625,2563,263.81515,-1
1461.994146,1017.1492,0,2564,263.5166,-1
1462,1017.1492,-1.07555,2565,263.21875,-1
1462.994143,1016.07995,0,2566,262.9216,-1
1463,1016.07995,-1.07485,2567,262.62515,-1
1463.994139,1015.0114,0,2568,262.3294,-1
1464,1015.0114,-1.07415,2569,262.03435,-1
1464.994135,1013.94355,0,2570,261.74,-1
1465,1013.94355,-1.07345,2571,261.44635,-1
1465.994131,1012.8764,0,2572,261.1534,-1
1466,1012.8764,-1.07275,2573,260.86115,-1
1466.994127,1011.80995,0,2574,260.5696,-1
1467,1011.80995,-1.07205,2575,260.27875,-1
1467.994123,1010.7442,0,2576,259.9886,-1
1468,1010.7442,-1.07135,2577,259.69915,-1
1468.99412,1009.67915,0,2578,259.4104,-1
1469,1009.67915,-1.07065,2579,259.12235,-1
1469.994116,1008.6148,0,2580,258.835,-1
1470,1008.6148,-1.06995,2581,258.54835,-1
1470.994112,1007.55115,0,2582,258.2624,-1
1471,1007.55115,-1.06925,2583,257.97715,-1
1471.994108,1006.4882,0,2584,257.6926,-1
1472,1006.4882,-1.06855,2585,257.40875,-1
1472.994104,1005.42595,0,2586,257.1256,-1
1473,1005.42595,-1.06785,2587,256.84315,-1
1473.9941,1004.3644,0,2588,256.5614,-1
1474,1004.3644,-1.06715,2589,256.28035,-1
1474.994096,1003.30355,0,2590,256,-1
1475,1003.30355,-1.06645,2591,255.72035,-1
1475.994093,1002.2434,0,2592,255.4414,-1
1476,1002.2434,-1.06575,2593,255.16315,-1
1476.994089,1001.18395,0,2594,254.8856,-1
1477,1001.18395,-1.06505,2595,254.60875,-1
1477.994085,1000.1252,0,2596,254.3326,-1
1478,1000.1252,-1.06435,2597,254.05715,-1
1478.994081,999.06715,0,2598,253.7824,-1
1479,999.06715,-1.06365,2599,253.50835,-1
1479.994077,998.0098,0,2600,253.235,-1
1480,998.0098,-1.06295,2601,252.96235,-1
1480.994073,996.95315,0,2602,252.6904,-1
1481,996.95315,-1.06225,2603,252.41915,-1
1481.994069,995.8972,0,2604,252.1486,-1
1482,995.8972,-1.06155,2605,251.87875,-1
1482.994065,994.84195,0,2606,251.6096,-1
1483,994.84195,-1.06085,2607,251.34115,-1
1483.994061,993.7874,0,2608,251.0734,-1
1484,993.7874,-1.06015,2609,250.80635,-1
1484.994057,992.73355,0,2610,250.54,-1
1485,992.73355,-1.05945,2611,250.27435,-1
1485.994054,991.6804,0,2612,250.0094,-1
1486,991.6804,-1.05875,2613,249.74515,-1
1486.99405,990.62795,0,2614,249.4816,-1
1487,990.62795,-1.05805,2615,249.21875,-1
1487.994046,989.5762,0,2616,248.9566,-1
1488,989.5762,-1.05735,2617,248.69515,-1
1488.994042,988.52515,0,2618,248.4344,-1
1489,988.52515,-1.05665,2619,248.17435,-1
1489.994038,987.4748,0,2620,247.915,-1
1490,987.4748,-1.05595,2621,247.65635,-1
1490.994034,986.42515,0,2622,247.3984,-1
1491,986.42515,-1.05525,2623,247.14115,-1
1491.99403,985.3762,0,2624,246.8846,-1
1492,985.3762,-1.05455,2625,246.62875,-1
1492.994026,984.32795,0,2626,246.3736,-1
1493,984.32795,-1.05385,2627,246.11915,-1
1493.994022,983.2804,0,2628,245.8654,-1
1494,983.2804,-1.05315,2629,245.61235,-1
1494.994018,982.23355,0,2630,245.36,-1
1495,982.23355,-1.05245,2631,245.10835,-1
1495.994014,981.1874,0,2632,244.8574,-1
1496,981.1874,-1.05175,2633,244.60715,-1
1496.99401,980.14195,0,2634,244.3576,-1
1497,980.14195,-1.05105,2635,244.10875,-1
1497.994006,979.0972,0,2636,243.8606,-1
1498,979.0972,-1.05035,2637,243.61315,-1
1498.994002,978.05315,0,2638,243.3664,-1
1499,978.05315,-1.04965,2639,243.12035,-1
1499.993998,977.0098,0,2640,242.875,-1
1500,977.0098,-1.04895,2641,242.63035,-1
1500.993994,975.96715,0,2642,242.3864,-1
1501,975.96715,-1.04825,2643,242.14315,-1
1501.99399,974.9252,0,2644,241.9006,-1
1502,974.9252,-1.04755,2645,241.65875,-1
1502.993986,973.88395,0,2646,241.4176,-1
1503,973.88395,-1.04685,2647,241.17715,-1
1503.993982,972.8434,0,2648,240.9374,-1
1504,972.8434,-1.04615,2649,240.69835,-1
1504.993978,971.80355,0,2650,240.46,-1
1505,971.80355,-1.04545,2651,240.22235,-1
1505.993974,970.7644,0,2652,239.9854,-1
1506,970.7644,-1.04475,2653,239.74915,-1
1506.99397,969.72595,0,2654,239.5136,-1
1507,969.72595,-1.04405,2655,239.27875,-1
1507.993966,968.6882,0,2656,239.0446,-1
1508,968.6882,-1.04335,2657,238.81115,-1
1508.993962,967.65115,0,2658,238.5784,-1
1509,967.65115,-1.04265,2659,238.34635,-1
1509.993958,966.6148,0,2660,238.115,-1
1510,966.6148,-1.04195,2661,237.88435,-1
1510.993954,965.57915,0,2662,237.6544,-1
1511,965.57915,-1.04125,2663,237.42515,-1
1511.99395,964.5442,0,2664,237.1966,-1
1512,964.5442,-1.04055,2665,236.96875,-1
1512.993946,963.50995,0,2666,236.7416,-1
1513,963.50995,-1.03985,2667,236.51515,-1
1513.993941,962.4764,0,2668,236.2894,-1
1514,962.4764,-1.03915,2669,236.06435,-1
1514.993937,961.44355,0,2670,235.84,-1
1515,961.44355,-1.03845,2671,235.61635,-1
1515.993933,960.4114,0,2672,235.3934,-1
1516,960.4114,-1.03775,2673,235.17115,-1
1516.993929,959.37995,0,2674,234.9496,-1
1517,959.37995,-1.03705,2675,234.72875,-1
1517.993925,958.3492,0,2676,234.5086,-1
1518,958.3492,-1.03635,2677,234.28915,-1
1518.993921,957.31915,0,2678,234.0704,-1
1519,957.31915,-1.03565,2679,233.85235,-1
1519.993917,956.2898,0,2680,233.635,-1
1520,956.2898,-1.03495,2681,233.41835,-1
1520.993913,955.26115,0,2682,233.2024,-1
1521,955.26115,-1.03425,2683,232.98715,-1
1521.993909,954.2332,0,2684,232.7726,-1
1522,954.2332,-1.03355,2685,232.55875,-1
1522.993905,953.20595,0,2686,232.3456,-1
1523,953.20595,-1.03285,2687,232.13315,-1
1523.9939,952.1794,0,2688,231.9214,-1
1524,952.1794,-1.03215,2689,231.71035,-1
1524.993896,951.15355,0,2690,231.5,-1
1525,951.15355,-1.03145,2691,231.29035,-1
1525.993892,950.1284,0,2692,231.0814,-1
1526,950.1284,-1.03075,2693,230.87315,-1
1526.993888,949.10395,0,2694,230.6656,-1
1527,949.10395,-1.03005,2695,230.45875,-1
1527.993884,948.0802,0,2696,230.2526,-1
1528,948.0802,-1.02935,2697,230.04715,-1
1528.99388,947.05715,0,2698,229.8424,-1
1529,947.05715,-1.02865,2699,229.63835,-1
1529.993875,946.0348,0,2700,229.435,-1
1530,946.0348,-1.02795,2701,229.23235,-1
1530.993871,945.01315,0,2702,229.0304,-1
1531,945.01315,-1.02725,2703,228.82915,-1
1531.993867,943.9922,0,2704,228.6286,-1
1532,943.9922,-1.02655,2705,228.42875,-1
1532.993863,942.97195,0,2706,228.2296,-1
1533,942.97195,-1.02585,2707,228.03115,-1
1533.993859,941.9524,0,2708,227.8334,-1
1534,941.9524,-1.02515,2709,227.63635,-1
1534.993855,940.93355,0,2710,227.44,-1
1535,940.93355,-1.02445,2711,227.24435,-1
1535.99385,939.9154,0,2712,227.0494,-1
1536,939.9154,-1.02375,2713,226.85515,-1
1536.993846,938.89795,0,2714,226.6616,-1
1537,938.89795,-1.02305,2715,226.46875,-1
1537.993842,937.8812,0,2716,226.2766,-1
1538,937.8812,-1.02235,2717,226.08515,-1
1538.993838,936.86515,0,2718,225.8944,-1
1539,936.86515,-1.02165,2719,225.70435,-1
1539.993834,935.8498,0,2720,225.515,-1
1540,935.8498,-1.02095,2721,225.32635,-1
1540.993829,934.83515,0,2722,225.1384,-1
1541,934.83515,-1.02025,2723,224.95115,-1
1541.993825,933.8212,0,2724,224.7646,-1
1542,933.8212,-1.01955,2725,224.57875,-1
1542.993821,932.80795,0,2726,224.3936,-1
1543,932.80795,-1.01885,2727,224.20915,-1
1543.993817,931.7954,0,2728,224.0254,-1
1544,931.7954,-1.01815,2729,223.84235,-1
1544.993812,930.78355,0,2730,223.66,-1
1545,930.78355,-1.01745,2731,223.47835,-1
1545.993808,929.7724,0,2732,223.2974,-1
1546,929.7724,-1.01675,2733,223.11715,-1
1546.993804,928.76195,0,2734,222.9376,-1
1547,928.76195,-1.01605,2735,222.75875,-1
