s_t,s,s_d
1981.0,7009.0,-2.1055500000011307
1982.0,7008.0,-2.105249999998705
1983.0,7007.0,-2.1049500000008265
1984.0,7006.0,-2.1046499999993102
1985.0,7005.0,-2.1043500000005224
1986.0,7004.0,-2.1040499999999156
1987.0,7003.0,-2.1037500000002183
1988.0,7002.0,-2.103450000000521
1989.0,7001.0,-2.103149999999914
1990.0,7000.0,-2.1028499999993073
1991.0,6999.0,-2.10254999999961
1992.0,6998.0,-2.1022499999999127
1993.0,6997.0,-2.1019500000020344
1994.0,6996.0,-2.101649999998699
1995.0,6995.0,-2.1013499999999112
1996.0,6994.0,-2.1010499999993044
1997.0,6993.0,-2.1007500000005166
1998.0,6992.0,-2.1004500000008193
1999.0,6991.0,-2.100149999999303
2000.0,6990.0,-2.0998500000014246
2001.0,6989.0,-2.0995499999980893
2002.0,6988.0,-2.0992500000011205
2003.0,6987.0,-2.0989499999986947
2004.0,6986.0,-2.0986500000008164
2005.0,6985.0,-2.0983499999993
2006.0,6984.0,-2.0980500000005122
2007.0,6983.0,-2.0977499999999054
2008.0,6982.0,-2.097450000000208
2009.0,6981.0,-2.0971500000005108
2010.0,6980.0,-2.0968500000008135
2011.0,6979.0,-2.096549999999297
2012.0,6978.0,-2.0962499999986903
2013.0,6977.0,-2.0959499999999025
2014.0,6976.0,-2.095650000000205
2015.0,6975.0,-2.095350000000508
2016.0,6974.0,-2.095049999999901
2017.0,6973.0,-2.0947500000002037
2018.0,6972.0,-2.0944500000005064
2019.0,6971.0,-2.094150000000809
2020.0,6970.0,-2.0938499999992928
2021.0,6969.0,-2.093549999998686
2022.0,6968.0,-2.093249999999898
2023.0,6967.0,-2.092950000000201
2024.0,6966.0,-2.0926500000005035
2025.0,6965.0,-2.0923499999998967
2026.0,6964.0,-2.0920500000001994
2027.0,6963.0,-2.091750000000502
2028.0,6962.0,-2.0914500000008047
2029.0,6961.0,-2.0911499999992884
2030.0,6960.0,-2.0908499999986816
2031.0,6959.0,-2.0905500000008033
2032.0,6958.0,-2.090249999999287
2033.0,6957.0,-2.089950000000499
2034.0,6956.0,-2.089650000000802
2035.0,6955.0,-2.0893499999992855
2036.0,6954.0,-2.0890500000004977
2037.0,6953.0,-2.0887499999989814
2038.0,6952.0,-2.088450000001103
2039.0,6951.0,-2.0881499999986772
2040.0,6950.0,-2.087850000000799
2041.0,6949.0,-2.0875499999992826
2042.0,6948.0,-2.0872500000004948
2043.0,6947.0,-2.0869500000007974
2044.0,6946.0,-2.086649999999281
2045.0,6945.0,-2.086350000001403
2046.0,6944.0,-2.0860499999980675
2047.0,6943.0,-2.085750000002008
2048.0,6942.0,-2.085449999998673
2049.0,6941.0,-2.085149999999885
2050.0,6940.0,-2.0848499999992782
2051.0,6939.0,-2.0845500000014
2052.0,6938.0,-2.0842499999998836
2053.0,6937.0,-2.0839500000001863
2054.0,6936.0,-2.08364999999867
2055.0,6935.0,-2.083349999999882
2056.0,6934.0,-2.083050000000185
2057.0,6933.0,-2.0827500000004875
2058.0,6932.0,-2.08245000000079
2059.0,6931.0,-2.082149999999274
2060.0,6930.0,-2.0818500000013955
2061.0,6929.0,-2.0815499999980602
2062.0,6928.0,-2.0812500000010914
2063.0,6927.0,-2.080949999999575
2064.0,6926.0,-2.0806499999998778
2065.0,6925.0,-2.080349999999271
2066.0,6924.0,-2.0800500000013926
2067.0,6923.0,-2.0797499999998763
2068.0,6922.0,-2.079450000000179
2069.0,6921.0,-2.0791499999986627
2070.0,6920.0,-2.078849999999875
2071.0,6919.0,-2.0785500000001775
2072.0,6918.0,-2.07825000000048
2073.0,6917.0,-2.077950000000783
2074.0,6916.0,-2.0776499999992666
2075.0,6915.0,-2.0773500000013883
2076.0,6914.0,-2.077049999998053
2077.0,6913.0,-2.0767500000019936
2078.0,6912.0,-2.0764499999986583
2079.0,6911.0,-2.0761499999998705
2080.0,6910.0,-2.075850000000173
2081.0,6909.0,-2.075550000000476
2082.0,6908.0,-2.0752500000007785
2083.0,6907.0,-2.074949999999262
2084.0,6906.0,-2.0746499999986554
2085.0,6905.0,-2.074350000000777
2086.0,6904.0,-2.0740499999992608
2087.0,6903.0,-2.0737500000013824
2088.0,6902.0,-2.073449999999866
2089.0,6901.0,-2.073150000000169
2090.0,6900.0,-2.0728499999986525
2091.0,6899.0,-2.0725499999998647
2092.0,6898.0,-2.0722500000001673
2093.0,6897.0,-2.07195000000047
2094.0,6896.0,-2.0716500000007727
2095.0,6895.0,-2.0713499999992564
2096.0,6894.0,-2.071049999999559
2097.0,6893.0,-2.0707499999998618
2098.0,6892.0,-2.0704500000001644
2099.0,6891.0,-2.070150000000467
2100.0,6890.0,-2.0698499999998603
2101.0,6889.0,-2.069550000000163
2102.0,6888.0,-2.069250000001375
2103.0,6887.0,-2.06894999999804
2104.0,6886.0,-2.0686500000019805
2105.0,6885.0,-2.068349999998645
2106.0,6884.0,-2.0680499999998574
2107.0,6883.0,-2.06775000000016
2108.0,6882.0,-2.0674500000013722
2109.0,6881.0,-2.067149999998037
2110.0,6880.0,-2.066850000001068
2111.0,6879.0,-2.066549999999552
2112.0,6878.0,-2.0662499999998545
2113.0,6877.0,-2.065950000000157
2114.0,6876.0,-2.06565000000046
2115.0,6875.0,-2.0653499999989435
2116.0,6874.0,-2.065050000001065
2117.0,6873.0,-2.064749999999549
2118.0,6872.0,-2.0644499999998516
2119.0,6871.0,-2.0641500000001543
2120.0,6870.0,-2.063850000000457
2121.0,6869.0,-2.0635499999989406
2122.0,6868.0,-2.0632500000010623
2123.0,6867.0,-2.062949999999546
2124.0,6866.0,-2.0626499999998487
2125.0,6865.0,-2.0623500000001513
2126.0,6864.0,-2.062050000000454
2127.0,6863.0,-2.0617499999989377
2128.0,6862.0,-2.0614500000010594
2129.0,6861.0,-2.061149999999543
2130.0,6860.0,-2.0608499999998457
2131.0,6859.0,-2.0605500000001484
2132.0,6858.0,-2.060250000000451
2133.0,6857.0,-2.059949999998935
2134.0,6856.0,-2.0596500000010565
2135.0,6855.0,-2.05934999999954
2136.0,6854.0,-2.059049999999843
2137.0,6853.0,-2.0587500000001455
2138.0,6852.0,-2.058450000000448
2139.0,6851.0,-2.058149999998932
2140.0,6850.0,-2.057850000001963
2141.0,6849.0,-2.0575499999986278
2142.0,6848.0,-2.05724999999984
2143.0,6847.0,-2.0569500000001426
2144.0,6846.0,-2.056650000001355
2145.0,6845.0,-2.0563499999980195
2146.0,6844.0,-2.05605000000196
2147.0,6843.0,-2.055749999998625
2148.0,6842.0,-2.055449999999837
2149.0,6841.0,-2.0551500000001397
2150.0,6840.0,-2.054849999999533
2151.0,6839.0,-2.0545499999998356
2152.0,6838.0,-2.0542500000001382
2153.0,6837.0,-2.053950000000441
2154.0,6836.0,-2.0536500000007436
2155.0,6835.0,-2.0533499999992273
2156.0,6834.0,-2.05304999999953
2157.0,6833.0,-2.0527499999998327
2158.0,6832.0,-2.0524500000001353
2159.0,6831.0,-2.0521500000013475
2160.0,6830.0,-2.051849999999831
2161.0,6829.0,-2.051550000000134
2162.0,6828.0,-2.0512499999986176
2163.0,6827.0,-2.0509500000007392
2164.0,6826.0,-2.050649999999223
2165.0,6825.0,-2.0503500000013446
2166.0,6824.0,-2.0500499999980093
2167.0,6823.0,-2.04975000000195
2168.0,6822.0,-2.049449999999524
2169.0,6821.0,-2.049149999999827
2170.0,6820.0,-2.0488500000001295
2171.0,6819.0,-2.048549999998613
2172.0,6818.0,-2.048250000000735
2173.0,6817.0,-2.0479499999992186
2174.0,6816.0,-2.0476500000013402
2175.0,6815.0,-2.0473500000007334
2176.0,6814.0,-2.047049999999217
2177.0,6813.0,-2.04674999999952
2178.0,6812.0,-2.0464499999998225
2179.0,6811.0,-2.046150000000125
2180.0,6810.0,-2.0458500000013373
2181.0,6809.0,-2.045549999999821
2182.0,6808.0,-2.0452500000001237
2183.0,6807.0,-2.0449499999986074
2184.0,6806.0,-2.044650000000729
2185.0,6805.0,-2.0443499999992127
2186.0,6804.0,-2.0440500000013344
2187.0,6803.0,-2.0437499999989086
2188.0,6802.0,-2.0434499999992113
2189.0,6801.0,-2.043150000001333
2190.0,6800.0,-2.042850000000726
2191.0,6799.0,-2.04254999999921
2192.0,6798.0,-2.0422499999995125
2193.0,6797.0,-2.041949999999815
2194.0,6796.0,-2.041650000000118
2195.0,6795.0,-2.04135000000133
2196.0,6794.0,-2.0410499999998137
2197.0,6793.0,-2.0407500000001164
2198.0,6792.0,-2.0404499999986
2199.0,6791.0,-2.0401500000007218
2200.0,6790.0,-2.039850000000115
2201.0,6789.0,-2.0395499999985987
2202.0,6788.0,-2.0392500000007203
2203.0,6787.0,-2.038949999999204
2204.0,6786.0,-2.0386500000013257
2205.0,6785.0,-2.038350000000719
2206.0,6784.0,-2.0380499999992026
2207.0,6783.0,-2.0377499999995052
2208.0,6782.0,-2.0374500000007174
2209.0,6781.0,-2.037149999999201
2210.0,6780.0,-2.0368500000013228
2211.0,6779.0,-2.036549999998897
2212.0,6778.0,-2.0362500000010186
2213.0,6777.0,-2.0359499999995023
2214.0,6776.0,-2.0356500000007145
2215.0,6775.0,-2.035349999999198
2216.0,6774.0,-2.035049999999501
2217.0,6773.0,-2.0347499999998035
2218.0,6772.0,-2.0344500000001062
2219.0,6771.0,-2.0341500000013184
2220.0,6770.0,-2.033849999997983
2221.0,6769.0,-2.0335500000019238
2222.0,6768.0,-2.033249999999498
2223.0,6767.0,-2.0329499999998006
2224.0,6766.0,-2.0326500000001033
2225.0,6765.0,-2.0323499999994965
2226.0,6764.0,-2.032049999999799
2227.0,6763.0,-2.031750000000102
2228.0,6762.0,-2.031450000001314
2229.0,6761.0,-2.0311499999979787
2230.0,6760.0,-2.0308500000019194
2231.0,6759.0,-2.0305499999994936
2232.0,6758.0,-2.0302499999997963
2233.0,6757.0,-2.029950000000099
2234.0,6756.0,-2.029649999999492
2235.0,6755.0,-2.029349999999795
2236.0,6754.0,-2.0290500000000975
2237.0,6753.0,-2.0287500000013097
2238.0,6752.0,-2.0284499999979744
2239.0,6751.0,-2.028150000001915
2240.0,6750.0,-2.0278499999994892
2241.0,6749.0,-2.027549999999792
2242.0,6748.0,-2.0272500000000946
2243.0,6747.0,-2.0269499999994878
2244.0,6746.0,-2.0266499999997905
2245.0,6745.0,-2.026350000000093
2246.0,6744.0,-2.0260500000013053
2247.0,6743.0,-2.0257499999988795
2248.0,6742.0,-2.025449999999182
2249.0,6741.0,-2.025150000001304
2250.0,6740.0,-2.024850000000697
2251.0,6739.0,-2.0245499999991807
2252.0,6738.0,-2.0242499999994834
2253.0,6737.0,-2.0239500000006956
2254.0,6736.0,-2.0236499999991793
2255.0,6735.0,-2.023349999999482
2256.0,6734.0,-2.023050000000694
2257.0,6733.0,-2.0227500000000873
2258.0,6732.0,-2.02245000000039
2259.0,6731.0,-2.0221500000006927
2260.0,6730.0,-2.021850000000086
2261.0,6729.0,-2.0215499999985695
2262.0,6728.0,-2.021250000000691
2263.0,6727.0,-2.0209500000000844
2264.0,6726.0,-2.0206499999994776
2265.0,6725.0,-2.0203499999997803
2266.0,6724.0,-2.020050000000083
2267.0,6723.0,-2.019750000001295
2268.0,6722.0,-2.0194499999988693
2269.0,6721.0,-2.019149999999172
2270.0,6720.0,-2.0188500000012937
2271.0,6719.0,-2.018550000000687
2272.0,6718.0,-2.01825000000008
2273.0,6717.0,-2.0179499999985637
2274.0,6716.0,-2.0176500000006854
2275.0,6715.0,-2.0173500000000786
2276.0,6714.0,-2.0170499999985623
2277.0,6713.0,-2.016750000000684
2278.0,6712.0,-2.016450000000077
2279.0,6711.0,-2.0161500000012893
2280.0,6710.0,-2.015849999997954
2281.0,6709.0,-2.0155500000000757
2282.0,6708.0,-2.015250000001288
2283.0,6707.0,-2.014950000000681
2284.0,6706.0,-2.014650000000074
2285.0,6705.0,-2.014349999998558
2286.0,6704.0,-2.0140500000006796
2287.0,6703.0,-2.0137500000000728
2288.0,6702.0,-2.013449999999466
2289.0,6701.0,-2.0131499999997686
2290.0,6700.0,-2.0128500000000713
2291.0,6699.0,-2.0125500000012835
2292.0,6698.0,-2.0122499999988577
2293.0,6697.0,-2.0119499999991604
2294.0,6696.0,-2.011650000001282
2295.0,6695.0,-2.011350000000675
2296.0,6694.0,-2.0110500000000684
2297.0,6693.0,-2.010749999998552
2298.0,6692.0,-2.0104500000006738
2299.0,6691.0,-2.010150000000067
2300.0,6690.0,-2.00984999999946
2301.0,6689.0,-2.0095500000006723
2302.0,6688.0,-2.009249999999156
2303.0,6687.0,-2.0089500000012777
2304.0,6686.0,-2.008649999998852
2305.0,6685.0,-2.008350000000064
2306.0,6684.0,-2.008050000001276
2307.0,6683.0,-2.007749999997941
2308.0,6682.0,-2.0074500000018816
2309.0,6681.0,-2.0071499999994558
2310.0,6680.0,-2.006850000000668
2311.0,6679.0,-2.006550000000061
2312.0,6678.0,-2.006249999998545
2313.0,6677.0,-2.0059500000006665
2314.0,6676.0,-2.0056500000000597
2315.0,6675.0,-2.005349999999453
2316.0,6674.0,-2.0050499999997555
2317.0,6673.0,-2.004750000000058
2318.0,6672.0,-2.0044500000012704
2319.0,6671.0,-2.0041499999988446
2320.0,6670.0,-2.0038500000000568
2321.0,6669.0,-2.003550000001269
2322.0,6668.0,-2.0032499999979336
2323.0,6667.0,-2.0029500000018743
2324.0,6666.0,-2.0026499999994485
2325.0,6665.0,-2.0023500000006607
2326.0,6664.0,-2.002050000000054
2327.0,6663.0,-2.0017499999985375
2328.0,6662.0,-2.001450000000659
2329.0,6661.0,-2.0011500000000524
2330.0,6660.0,-2.0008499999994456
2331.0,6659.0,-2.0005500000006577
2332.0,6658.0,-2.000250000000051
2333.0,6657.0,-1.9999499999985346
2334.0,6656.0,-1.9996500000006563
2335.0,6655.0,-1.9993500000000495
2336.0,6654.0,-1.9990500000012617
2337.0,6653.0,-1.9987499999988358
2338.0,6652.0,-1.998450000000048
2339.0,6651.0,-1.9981500000012602
2340.0,6650.0,-1.997849999997925
2341.0,6649.0,-1.9975500000018656
2342.0,6648.0,-1.9972499999994398
2343.0,6647.0,-1.996950000000652
2344.0,6646.0,-1.996650000000045
2345.0,6645.0,-1.9963499999985288
2346.0,6644.0,-1.9960500000006505
2347.0,6643.0,-1.9957500000000437
2348.0,6642.0,-1.9954499999994368
2349.0,6641.0,-1.995150000000649
2350.0,6640.0,-1.9948500000000422
2351.0,6639.0,-1.9945499999994354
2352.0,6638.0,-1.9942500000006476
2353.0,6637.0,-1.9939499999991313
2354.0,6636.0,-1.993649999999434
2355.0,6635.0,-1.993350000000646
2356.0,6634.0,-1.9930500000000393
2357.0,6633.0,-1.9927500000012515
2358.0,6632.0,-1.9924499999988257
2359.0,6631.0,-1.9921500000000378
2360.0,6630.0,-1.99185000000125
2361.0,6629.0,-1.9915499999979147
2362.0,6628.0,-1.9912500000000364
2363.0,6627.0,-1.9909500000012486
2364.0,6626.0,-1.9906500000006417
2365.0,6625.0,-1.990350000000035
2366.0,6624.0,-1.990049999999428
2367.0,6623.0,-1.9897500000006403
2368.0,6622.0,-1.9894500000000335
2369.0,6621.0,-1.9891499999985172
2370.0,6620.0,-1.9888500000006388
2371.0,6619.0,-1.988550000000032
2372.0,6618.0,-1.9882499999994252
2373.0,6617.0,-1.9879500000006374
2374.0,6616.0,-1.9876500000000306
2375.0,6615.0,-1.9873499999994237
2376.0,6614.0,-1.987050000000636
2377.0,6613.0,-1.986750000000029
2378.0,6612.0,-1.9864499999994223
2379.0,6611.0,-1.986149999999725
2380.0,6610.0,-1.9858500000000276
2381.0,6609.0,-1.9855499999994208
2382.0,6608.0,-1.985250000000633
2383.0,6607.0,-1.9849500000000262
2384.0,6606.0,-1.9846500000012384
2385.0,6605.0,-1.9843499999988126
2386.0,6604.0,-1.9840500000000247
2387.0,6603.0,-1.983750000001237
2388.0,6602.0,-1.983449999998811
2389.0,6601.0,-1.9831500000000233
2390.0,6600.0,-1.9828500000012355
2391.0,6599.0,-1.9825499999988097
2392.0,6598.0,-1.9822499999991123
2393.0,6597.0,-1.981950000001234
2394.0,6596.0,-1.9816499999988082
2395.0,6595.0,-1.9813500000000204
2396.0,6594.0,-1.9810500000012325
2397.0,6593.0,-1.9807500000006257
2398.0,6592.0,-1.980450000000019
2399.0,6591.0,-1.980149999999412
2400.0,6590.0,-1.9798500000006243
2401.0,6589.0,-1.9795500000000175
2402.0,6588.0,-1.9792499999994106
2403.0,6587.0,-1.9789500000006228
2404.0,6586.0,-1.978650000000016
2405.0,6585.0,-1.9783499999994092
2406.0,6584.0,-1.9780500000006214
2407.0,6583.0,-1.9777500000000146
2408.0,6582.0,-1.9774499999984982
2409.0,6581.0,-1.9771500000015294
2410.0,6580.0,-1.9768499999991036
2411.0,6579.0,-1.9765499999994063
2412.0,6578.0,-1.9762500000006185
2413.0,6577.0,-1.9759500000000116
2414.0,6576.0,-1.9756499999994048
2415.0,6575.0,-1.975350000000617
2416.0,6574.0,-1.9750500000000102
2417.0,6573.0,-1.9747499999994034
2418.0,6572.0,-1.9744500000006155
2419.0,6571.0,-1.9741500000000087
2420.0,6570.0,-1.973849999999402
2421.0,6569.0,-1.973550000000614
2422.0,6568.0,-1.9732500000000073
2423.0,6567.0,-1.9729499999994005
2424.0,6566.0,-1.9726500000006126
2425.0,6565.0,-1.9723500000000058
2426.0,6564.0,-1.972049999999399
2427.0,6563.0,-1.9717500000006112
2428.0,6562.0,-1.9714500000000044
2429.0,6561.0,-1.9711499999993976
2430.0,6560.0,-1.9708500000006097
2431.0,6559.0,-1.970550000000003
2432.0,6558.0,-1.970249999999396
2433.0,6557.0,-1.9699500000006083
2434.0,6556.0,-1.9696500000000015
2435.0,6555.0,-1.9693499999993946
2436.0,6554.0,-1.9690500000006068
2437.0,6553.0,-1.96875
2438.0,6552.0,-1.9684499999993932
2439.0,6551.0,-1.9681500000006054
2440.0,6550.0,-1.9678499999999985
2441.0,6549.0,-1.9675499999993917
2442.0,6548.0,-1.967250000000604
2443.0,6547.0,-1.966949999999997
2444.0,6546.0,-1.9666499999993903
2445.0,6545.0,-1.9663500000006024
2446.0,6544.0,-1.9660499999999956
2447.0,6543.0,-1.9657499999993888
2448.0,6542.0,-1.965450000000601
2449.0,6541.0,-1.9651499999999942
2450.0,6540.0,-1.9648499999993874
2451.0,6539.0,-1.9645500000005995
2452.0,6538.0,-1.9642499999999927
2453.0,6537.0,-1.963949999999386
2454.0,6536.0,-1.963650000000598
2455.0,6535.0,-1.9633499999999913
2456.0,6534.0,-1.9630499999993845
2457.0,6533.0,-1.9627500000005966
2458.0,6532.0,-1.9624499999999898
2459.0,6531.0,-1.962149999999383
2460.0,6530.0,-1.9618500000005952
2461.0,6529.0,-1.9615499999999884
2462.0,6528.0,-1.9612499999993815
2463.0,6527.0,-1.9609500000005937
2464.0,6526.0,-1.9606500000008964
2465.0,6525.0,-1.9603499999984706
2466.0,6524.0,-1.9600500000015018
2467.0,6523.0,-1.9597499999999854
2468.0,6522.0,-1.9594499999993786
2469.0,6521.0,-1.9591500000005908
2470.0,6520.0,-1.958849999999984
2471.0,6519.0,-1.9585499999993772
2472.0,6518.0,-1.9582500000005894
2473.0,6517.0,-1.9579499999999825
2474.0,6516.0,-1.9576499999993757
2475.0,6515.0,-1.957350000000588
2476.0,6514.0,-1.957049999999981
2477.0,6513.0,-1.9567499999993743
2478.0,6512.0,-1.9564499999987675
2479.0,6511.0,-1.9561499999999796
2480.0,6510.0,-1.9558500000011918
2481.0,6509.0,-1.955549999998766
2482.0,6508.0,-1.9552500000008877
2483.0,6507.0,-1.9549500000011903
2484.0,6506.0,-1.9546499999987645
2485.0,6505.0,-1.9543499999999767
2486.0,6504.0,-1.954050000001189
2487.0,6503.0,-1.953749999998763
2488.0,6502.0,-1.9534499999999753
2489.0,6501.0,-1.9531500000011874
2490.0,6500.0,-1.9528499999987616
2491.0,6499.0,-1.9525499999999738
2492.0,6498.0,-1.952249999999367
2493.0,6497.0,-1.9519500000005792
2494.0,6496.0,-1.9516499999999724
2495.0,6495.0,-1.951350000000275
2496.0,6494.0,-1.9510500000005777
2497.0,6493.0,-1.950749999999971
2498.0,6492.0,-1.950449999999364
2499.0,6491.0,-1.9501500000005763
2500.0,6490.0,-1.9498499999999694
2501.0,6489.0,-1.9495499999993626
2502.0,6488.0,-1.9492500000005748
2503.0,6487.0,-1.948949999999968
2504.0,6486.0,-1.9486499999993612
2505.0,6485.0,-1.9483500000014828
2506.0,6484.0,-1.9480499999999665
2507.0,6483.0,-1.9477499999993597
2508.0,6482.0,-1.947450000000572
2509.0,6481.0,-1.947149999999965
2510.0,6480.0,-1.9468499999993583
2511.0,6479.0,-1.9465499999987514
2512.0,6478.0,-1.9462499999999636
2513.0,6477.0,-1.9459500000020853
2514.0,6476.0,-1.94564999999875
2515.0,6475.0,-1.9453499999999622
2516.0,6474.0,-1.9450500000011743
2517.0,6473.0,-1.9447499999987485
2518.0,6472.0,-1.9444499999999607
2519.0,6471.0,-1.944149999999354
2520.0,6470.0,-1.943850000000566
2521.0,6469.0,-1.9435499999999593
2522.0,6468.0,-1.943250000000262
2523.0,6467.0,-1.9429500000005646
2524.0,6466.0,-1.9426499999999578
2525.0,6465.0,-1.942349999999351
2526.0,6464.0,-1.9420500000005632
2527.0,6463.0,-1.9417499999999563
2528.0,6462.0,-1.9414499999993495
2529.0,6461.0,-1.9411500000014712
2530.0,6459.74,-1.940849999999955
2531.0,6457.80215,-1.940549999999348
2532.0,6455.8646,-1.9402500000005602
2533.0,6453.927349999999,-1.9399499999981344
2534.0,6451.9904,-1.939650000002075
2535.0,6450.053749999999,-1.9393499999987398
2536.0,6448.117399999999,-1.939049999999952
2537.0,6446.18135,-1.9387500000011642
2538.0,6444.245599999998,-1.9384499999987383
2539.0,6442.310149999998,-1.9381499999999505
2540.0,6440.374999999999,-1.9378499999993437
2541.0,6438.4401499999985,-1.9375500000005559
2542.0,6436.5056,-1.9372500000008586
2543.0,6434.571349999998,-1.9369499999993423
2544.0,6432.6374,-1.9366500000005544
2545.0,6430.70375,-1.9363499999999476
2546.0,6428.7703999999985,-1.9360499999993408
2547.0,6426.83735,-1.9357500000014625
2548.0,6424.9046,-1.9354499999999462
2549.0,6422.97215,-1.9351499999993393
2550.0,6421.039999999999,-1.9348500000005515
2551.0,6419.108149999999,-1.9345499999981257
2552.0,6417.1766,-1.9342500000020664
2553.0,6415.245349999998,-1.933949999998731
2554.0,6413.314399999998,-1.9336499999999432
2555.0,6411.383749999999,-1.9333500000011554
2556.0,6409.4533999999985,-1.9330499999987296
2557.0,6407.52335,-1.9327499999999418
2558.0,6405.593599999998,-1.9324500000002445
2559.0,6403.66415,-1.9321500000005472
2560.0,6401.735,-1.9318499999999403
2561.0,6399.8061499999985,-1.9315499999993335
2562.0,6397.8776,-1.9312500000014552
2563.0,6395.94935,-1.9309499999999389
2564.0,6394.0214,-1.930649999999332
2565.0,6392.093749999999,-1.9303500000005442
2566.0,6390.166399999999,-1.9300499999981184
2567.0,6388.23935,-1.929750000002059
2568.0,6386.312599999998,-1.9294499999987238
2569.0,6384.386149999998,-1.929149999999936
2570.0,6382.459999999999,-1.9288500000011481
2571.0,6380.53415,-1.9285499999987223
2572.0,6378.6086,-1.9282499999999345
2573.0,6376.683349999998,-1.9279500000002372
2574.0,6374.7584,-1.9276500000005399
2575.0,6372.83375,-1.927349999999933
2576.0,6370.9094,-1.9270499999993262
2577.0,6368.985349999999,-1.926750000001448
2578.0,6367.061599999999,-1.9264499999999316
2579.0,6365.13815,-1.9261499999993248
2580.0,6363.214999999998,-1.925849999998718
2581.0,6361.292149999998,-1.9255500000008396
2582.0,6359.369599999999,-1.9252500000011423
2583.0,6357.44735,-1.9249499999987165
2584.0,6355.5254,-1.9246499999999287
2585.0,6353.603749999998,-1.9243500000002314
2586.0,6351.6824,-1.924050000000534
2587.0,6349.76135,-1.9237499999999272
2588.0,6347.8406,-1.9234499999993204
2589.0,6345.920149999999,-1.923150000001442
2590.0,6343.999999999999,-1.9228499999999258
2591.0,6342.08015,-1.922549999999319
2592.0,6340.160599999998,-1.9222499999987122
2593.0,6338.241349999998,-1.9219499999999243
2594.0,6336.322399999999,-1.921650000002046
2595.0,6334.40375,-1.9213499999987107
2596.0,6332.4854,-1.9210499999999229
2597.0,6330.567349999998,-1.920749999999316
2598.0,6328.6496,-1.9204500000014377
2599.0,6326.73215,-1.9201499999999214
2600.0,6324.815,-1.9198499999993146
2601.0,6322.898149999999,-1.9195500000014363
2602.0,6320.981599999999,-1.91924999999992
2603.0,6319.06535,-1.9189499999993131
2604.0,6317.149399999998,-1.9186499999987063
2605.0,6315.2337499999985,-1.918350000000828
2606.0,6313.318399999999,-1.9180500000011307
2607.0,6311.40335,-1.9177499999987049
2608.0,6309.4886,-1.917449999999917
2609.0,6307.57415,-1.9171500000002197
2610.0,6305.66,-1.9168500000005224
2611.0,6303.746149999999,-1.9165499999999156
2612.0,6301.8326,-1.9162499999993088
2613.0,6299.919349999999,-1.9159500000014305
2614.0,6298.006399999998,-1.9156499999999141
2615.0,6296.093749999999,-1.9153499999993073
2616.0,6294.1814,-1.91504999999961
2617.0,6292.26935,-1.9147499999999127
2618.0,6290.3575999999985,-1.9144499999993059
2619.0,6288.44615,-1.914150000000518
2620.0,6286.535,-1.9138500000008207
2621.0,6284.62415,-1.9135499999993044
2622.0,6282.713599999999,-1.9132500000005166
2623.0,6280.803349999999,-1.9129500000008193
2624.0,6278.893399999999,-1.912649999999303
2625.0,6276.9837499999985,-1.9123499999986961
2626.0,6275.0744,-1.9120500000008178
2627.0,6273.165349999998,-1.9117500000011205
2628.0,6271.2566,-1.9114499999986947
2629.0,6269.34815,-1.9111499999999069
2630.0,6267.44,-1.9108500000002095
2631.0,6265.532149999999,-1.9105500000005122
2632.0,6263.624599999999,-1.9102499999999054
2633.0,6261.71735,-1.909950000000208
2634.0,6259.8103999999985,-1.9096500000005108
2635.0,6257.90375,-1.909349999998085
2636.0,6255.997399999998,-1.9090500000020256
2637.0,6254.09135,-1.9087499999986903
2638.0,6252.1856,-1.9084499999999025
2639.0,6250.28015,-1.9081500000002052
2640.0,6248.374999999999,-1.9078500000005079
2641.0,6246.470149999999,-1.907549999999901
2642.0,6244.5656,-1.9072499999992942
2643.0,6242.6613499999985,-1.906950000001416
2644.0,6240.7574,-1.9066499999980806
2645.0,6238.853749999998,-1.9063500000020213
2646.0,6236.9504,-1.906049999998686
2647.0,6235.04735,-1.9057499999998981
2648.0,6233.1446,-1.9054500000002008
2649.0,6231.242149999999,-1.9051500000005035
2650.0,6229.339999999998,-1.9048499999998967
2651.0,6227.438149999999,-1.9045499999992899
2652.0,6225.5365999999985,-1.9042500000014115
2653.0,6223.63535,-1.9039499999980762
2654.0,6221.7343999999985,-1.903650000002017
2655.0,6219.83375,-1.9033499999986816
2656.0,6217.9334,-1.9030499999998938
2657.0,6216.03335,-1.9027500000001965
2658.0,6214.133599999999,-1.9024500000004991
2659.0,6212.234149999998,-1.9021500000008018
2660.0,6210.334999999999,-1.9018499999992855
2661.0,6208.43615,-1.9015500000004977
2662.0,6206.5376,-1.9012499999989814
2663.0,6204.63935,-1.900950000001103
2664.0,6202.7414,-1.9006499999986772
2665.0,6200.843749999999,-1.9003499999998894
2666.0,6198.9464,-1.900050000000192
2667.0,6197.049349999998,-1.8997500000004948
2668.0,6195.1525999999985,-1.8994500000007974
2669.0,6193.256149999998,-1.8991499999992811
2670.0,6191.36,-1.8988499999986743
2671.0,6189.46415,-1.898550000000796
2672.0,6187.5686,-1.8982499999992797
2673.0,6185.673349999999,-1.8979500000004919
2674.0,6183.778399999998,-1.8976500000007945
2675.0,6181.883749999999,-1.8973499999992782
2676.0,6179.9894,-1.8970500000014
